city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,2,40,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,27,0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,>4,46,0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,>4,110,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,57,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,,,1,240,0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,42,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,16,1
city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0,40,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,94,0
city_37,0.794,,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,160,0
city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,Oct-49,Early Stage Startup,1,25,0
city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,11,0
city_173,0.878,,Has relevent experience,no_enrollment,High School,,<1,100-500,Pvt Ltd,1,29,0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,23,0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,2,113,0
city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,56,0
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,39,1
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,20,0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,56,0
city_145,0.555,,No relevent experience,Full time course,Graduate,STEM,4,,,1,106,0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,64,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51,0
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,41,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,150,0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,1,320,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,0,20,0
city_21,0.624,Male,No relevent experience,Full time course,,,4,1000-4999,Pvt Ltd,1,9,1
city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,74,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,Public Sector,1,129,1
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,42,0
city_61,0.913,,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,0,58,0
city_103,0.92,Male,No relevent experience,Full time course,High School,,3,,,1,126,1
city_103,0.92,,No relevent experience,no_enrollment,High School,,4,,,1,45,1
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,166,0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,110,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,1,37,0
city_102,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,2,,,1,95,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,29,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,0
city_116,0.743,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,97,0
city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,,3,,,0,16,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,4,,,0,14,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,206,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Funded Startup,1,204,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,116,0
city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25,1
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,16,0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,15,,,1,100,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,0,107,0
city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,,,1,17,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,140,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,75,0
city_75,0.939,,Has relevent experience,no_enrollment,High School,,6,,,1,59,0
city_23,0.899,,Has relevent experience,no_enrollment,High School,,6,50-99,,1,146,0
city_93,0.865,,No relevent experience,no_enrollment,,,3,,,0,302,0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,1
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,No Major,14,,Pvt Ltd,1,131,0
city_94,0.698,,Has relevent experience,Part time course,High School,,9,,,4,74,0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,0
city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,3,,,0,53,1
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,143,0
city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,11,500-999,Pvt Ltd,1,7,0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,182,0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Public Sector,1,82,0
city_16,0.91,Male,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,58,0
city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,94,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,,2,60,1
city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,0
city_149,0.6890000000000001,,No relevent experience,no_enrollment,Primary School,,2,,,2,46,0
city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,57,1
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,101,0
city_150,0.698,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,0,31,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,36,0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,,,4,198,0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,0,31,0
city_11,0.55,,Has relevent experience,,Masters,STEM,9,50-99,Pvt Ltd,1,12,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,26,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,>4,8,1
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,38,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,2,8,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,1
city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,0
city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,0
city_114,0.926,Male,Has relevent experience,Full time course,High School,,7,,,1,17,0
city_16,0.91,Male,No relevent experience,,,,3,,,0,24,0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,1,19,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,1
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,1
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,0,46,1
city_102,0.804,,No relevent experience,Full time course,Graduate,Business Degree,<1,,,0,214,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,0,22,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,65,0
city_160,0.92,,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,0
city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,52,1
city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,14,,,>4,21,0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,0
city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,,4,288,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,53,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,,1,60,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,178,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,0
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,62,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,35,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,0
city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,0,58,0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,,,,,,44,1
city_16,0.91,Male,Has relevent experience,,Masters,STEM,6,50-99,Funded Startup,1,72,0
city_103,0.92,,Has relevent experience,no_enrollment,High School,,18,10000+,Pvt Ltd,1,80,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,0
city_10,0.895,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,25,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,0,109,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,0
city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,4,,,0,55,1
city_103,0.92,Male,No relevent experience,,,,3,,,0,32,0
city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,47,0
city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,12,,,4,47,0
city_73,0.754,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,20,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,198,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1
city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,0,306,0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,48,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,98,1
city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,0,46,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,53,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,0
city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,1,76,0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,0,43,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,0
city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,54,0
city_162,0.767,,Has relevent experience,Full time course,Masters,STEM,8,Oct-49,Pvt Ltd,1,7,0
city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,1
city_80,0.847,,Has relevent experience,no_enrollment,,,>20,500-999,,0,96,0
city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,1,53,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Funded Startup,1,161,0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,1,11,0
city_41,0.8270000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,6,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,1,72,1
city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,0
city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,50,0
city_71,0.884,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,38,0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,5,Oct-49,Early Stage Startup,1,98,0
city_70,0.698,Male,No relevent experience,Part time course,Graduate,STEM,4,,,2,7,1
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,88,0
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,112,0
city_158,0.7659999999999999,Other,Has relevent experience,Full time course,Graduate,STEM,15,5000-9999,,0,30,1
city_123,0.738,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,9,0
city_67,0.855,Other,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,36,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,24,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,28,0
city_173,0.878,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Public Sector,1,166,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,61,1
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,24,0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,8,1
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,133,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,143,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,29,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,53,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,11,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,7,0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,87,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Funded Startup,1,18,0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,76,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,114,0
city_103,0.92,,No relevent experience,Full time course,High School,,5,,,,56,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,>4,30,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,80,0
city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,0,52,0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,13,0
city_162,0.767,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,0,42,0
city_162,0.767,,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,1,56,1
city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,,2,,,0,12,1
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,36,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,13,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,100,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,58,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,18,1
city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,90,1
city_12,0.64,,No relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,59,0
city_102,0.804,,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,35,0
city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,2,11,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,15,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,50-99,Pvt Ltd,>4,206,0
city_7,0.647,,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,130,0
city_103,0.92,,No relevent experience,,,,1,,,0,30,0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,88,0
city_21,0.624,,No relevent experience,no_enrollment,Masters,Business Degree,<1,10000+,Pvt Ltd,1,18,0
city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,1,41,0
